vitesse_vent_ms,temperature_c,densite_air_kg_m3,turbulence_pct,energie_kwh
9.125,19.489,1.206,12.931,503.46
10.904,30.87,1.161,8.102,866.58
10.48,1.789,1.284,15.272,783.46
3.882,34.712,1.147,3.51,6.29
14.775,28.907,1.169,18.315,1660.7
5.857,2.046,1.283,11.743,143.93
4.106,14.968,1.225,9.523,6.09
9.146,0.089,1.292,7.105,563.75
15.493,15.627,1.222,8.339,1906.04
16.868,25.804,1.181,18.477,1680.9
10.424,23.543,1.19,4.238,750.28
18.718,-4.109,1.312,8.697,1967.78
17.578,6.653,1.262,13.246,1882.46
6.815,19.263,1.207,15.819,221.5
7.466,9.077,1.251,13.145,304.49
2.874,17.71,1.214,6.089,3.2
6.775,21.517,1.198,15.959,201.6
14.607,28.525,1.17,21.448,1598.45
3.442,14.264,1.228,20.194,0.22
18.738,4.482,1.271,16.964,1793.4
14.895,17.507,1.214,5.917,1916.34
3.698,5.353,1.267,22.031,30.76
4.384,6.376,1.263,15.875,0.27
15.506,32.184,1.156,8.37,1831.45
5.554,24.843,1.185,12.436,91.82
6.728,-3.441,1.309,18.126,204.97
10.874,4.539,1.271,3.53,937.91
18.108,23.211,1.191,4.727,1873.6
6.383,7.305,1.259,15.2,147.38
15.993,5.533,1.267,20.215,1733.84
3.858,-1.192,1.298,17.122,52.71
11.932,-1.411,1.299,13.129,1188.16
2.826,28.992,1.168,21.321,8.66
11.557,21.399,1.198,6.19,1039.6
9.841,29.729,1.165,7.566,631.18
10.4,30.022,1.164,21.457,621.06
8.204,-2.792,1.306,14.796,364.91
14.328,28.828,1.169,6.086,1854.78
16.236,11.495,1.24,4.152,1966.07
11.847,-4.815,1.315,4.935,1284.27
7.371,34.742,1.146,6.893,221.27
4.798,33.977,1.149,13.904,67.8
7.167,34.145,1.149,14.869,208.97
3.639,-2.897,1.306,13.648,13.62
14.609,32.817,1.154,4.586,1823.34
14.79,5.034,1.269,11.915,1892.39
11.419,7.152,1.259,22.0,920.03
6.991,2.728,1.279,5.86,275.34
8.411,29.219,1.167,17.199,382.75
13.219,34.991,1.146,16.177,1379.94
17.254,15.875,1.221,17.958,1699.29
12.001,24.974,1.184,13.993,1076.53
11.411,27.248,1.175,17.68,939.14
7.376,24.461,1.186,15.206,263.08
18.738,19.524,1.206,15.333,1717.65
4.087,-0.3,1.294,16.051,25.18
16.341,3.471,1.276,5.015,1991.3
18.594,0.063,1.292,18.86,1825.88
4.376,24.808,1.185,15.856,30.13
3.537,25.874,1.18,16.87,0.0
9.334,2.541,1.28,22.49,513.92
10.927,30.428,1.163,9.432,849.7
8.336,2.235,1.282,7.602,369.6
8.794,25.061,1.184,15.394,416.05
17.727,14.864,1.226,15.784,1762.07
4.035,19.541,1.206,21.382,30.45
15.873,-3.273,1.308,18.166,1829.29
14.665,-1.257,1.298,17.995,1834.51
4.617,34.8,1.146,22.181,28.84
9.868,15.23,1.224,12.368,656.02
4.639,-1.088,1.297,11.66,73.97
13.48,-4.977,1.316,15.356,1711.31
16.876,9.368,1.249,19.12,1726.18
2.683,34.319,1.148,16.677,0.0
7.663,3.054,1.278,17.702,271.53
7.276,2.312,1.281,10.882,254.65
4.022,15.107,1.225,20.103,33.11
10.513,3.358,1.277,5.172,872.97
9.839,-0.834,1.296,5.016,681.59
2.303,32.447,1.155,19.459,0.0
9.538,5.828,1.265,12.742,617.5
13.428,-4.041,1.312,16.855,1663.4
14.068,13.553,1.231,14.756,1826.89
8.748,5.515,1.267,8.398,454.02
14.764,17.554,1.214,16.973,1710.95
6.162,25.807,1.181,3.774,199.17
14.668,4.835,1.27,10.434,1935.0
14.75,25.417,1.182,21.963,1608.49
2.945,34.199,1.148,13.668,0.0
9.188,-1.85,1.301,17.145,528.04
16.341,12.127,1.237,20.497,1707.91
17.13,33.119,1.153,21.334,1550.35
4.558,11.69,1.239,22.287,36.38
14.252,22.742,1.193,17.914,1670.11
2.511,5.295,1.268,3.726,0.0
14.939,19.062,1.208,14.118,1767.99
2.866,19.416,1.207,21.022,11.02
18.586,-3.022,1.307,7.945,2000.0
12.23,3.007,1.278,3.672,1365.75
11.677,33.778,1.15,16.44,935.76
5.005,-3.458,1.309,7.655,90.13
7.813,20.561,1.202,10.478,329.52
7.31,-2.789,1.306,13.789,239.42
13.279,-3.696,1.31,13.417,1581.85
7.637,11.999,1.238,22.399,247.42
15.624,28.421,1.17,22.953,1552.54
2.615,15.757,1.222,16.583,10.33
5.282,3.022,1.278,7.907,70.11
16.634,22.409,1.194,19.244,1667.03
6.151,11.809,1.239,11.843,133.07
5.369,34.763,1.146,11.692,89.88
11.719,17.576,1.214,7.997,1102.8
15.681,5.592,1.266,14.431,1857.29
15.124,33.348,1.152,3.078,1877.84
10.571,9.602,1.248,9.446,840.01
13.184,26.658,1.177,4.449,1570.41
14.744,13.098,1.233,9.845,1895.87
5.44,31.956,1.157,11.395,65.75
4.443,30.404,1.163,11.334,41.45
4.021,4.501,1.271,18.84,22.85
2.592,28.228,1.171,17.221,8.41
17.345,20.517,1.202,6.317,1897.13
12.738,-2.357,1.304,21.629,1300.59
12.922,21.501,1.198,20.415,1277.37
6.946,-1.128,1.298,3.316,212.85
15.169,1.005,1.288,13.286,1936.55
3.132,32.828,1.154,5.119,26.51
4.446,7.426,1.258,18.069,45.97
9.346,24.738,1.185,13.972,502.71
16.944,29.145,1.168,14.064,1734.08
7.426,12.706,1.235,8.034,272.58
16.508,10.901,1.243,17.466,1747.12
7.466,-2.344,1.303,12.419,271.12
14.73,29.502,1.166,12.602,1752.09
18.865,14.92,1.225,12.688,1807.75
2.805,17.874,1.213,5.851,0.0
18.95,4.41,1.272,5.38,2000.0
8.254,19.085,1.208,8.134,354.31
3.085,17.564,1.214,13.553,9.3
14.469,34.122,1.149,5.029,1816.3
3.225,26.512,1.178,17.088,0.0
14.096,19.589,1.206,22.645,1637.44
8.477,7.829,1.256,21.466,365.62
2.157,-1.999,1.302,16.813,0.0
9.796,28.867,1.169,11.634,628.74
16.839,18.808,1.209,3.888,1967.52
12.338,17.632,1.214,11.487,1227.37
4.82,16.252,1.22,7.893,72.15
9.274,24.135,1.187,8.491,516.01
6.023,8.916,1.251,12.057,122.61
11.97,31.116,1.16,7.959,1097.39
4.606,28.388,1.171,8.908,57.44
4.199,25.874,1.18,14.185,33.95
8.706,13.489,1.231,18.239,375.88
16.579,27.485,1.174,17.191,1693.2
2.696,19.789,1.205,7.693,0.0
13.658,33.242,1.152,22.817,1416.67
16.603,13.1,1.233,8.418,1912.08
7.68,7.053,1.26,12.125,269.07
6.122,25.521,1.182,10.077,160.11
16.44,9.76,1.248,22.692,1685.14
18.861,11.646,1.239,16.18,1759.17
10.789,-2.931,1.306,3.86,908.77
18.647,6.179,1.264,15.833,1789.02
13.924,12.164,1.237,18.837,1711.5
6.784,7.843,1.256,4.008,242.94
11.451,4.23,1.273,7.45,1098.23
2.907,-0.708,1.296,10.973,39.19
10.149,5.723,1.266,10.028,732.69
10.845,13.957,1.229,10.583,863.66
17.943,14.271,1.228,9.794,1862.51
6.24,4.119,1.273,14.654,146.76
4.679,-0.654,1.295,18.082,24.03
5.519,14.001,1.229,19.861,99.05
8.68,18.505,1.21,19.25,396.26
7.768,-1.269,1.298,10.854,332.17
4.142,-0.364,1.294,21.565,12.8
5.048,1.23,1.286,21.266,80.33
16.032,2.677,1.28,15.535,1843.17
7.478,-3.543,1.309,11.647,317.77
15.517,10.682,1.244,18.655,1760.05
12.724,28.683,1.169,7.826,1370.43
6.726,6.801,1.261,12.458,204.52
7.425,2.459,1.281,13.667,245.72
9.444,28.913,1.169,13.281,496.36
7.392,12.856,1.234,21.455,221.13
14.619,21.235,1.199,4.671,1940.38
9.802,25.171,1.183,15.124,587.35
11.93,14.857,1.226,6.264,1188.55
17.182,-4.05,1.312,20.039,1832.65
15.215,-1.085,1.297,14.212,1943.78
14.944,19.942,1.204,14.882,1777.45
8.537,27.421,1.174,3.859,448.94
5.754,5.305,1.268,20.389,129.44
3.751,3.977,1.274,6.808,19.74
4.856,30.453,1.163,6.689,35.01
6.965,0.641,1.289,6.141,230.51
11.102,25.422,1.182,11.207,878.91
6.628,21.758,1.197,21.741,181.11
3.606,7.071,1.26,6.32,0.0
3.055,-0.253,1.293,4.377,18.96
11.034,26.863,1.177,8.564,902.06
5.7,27.82,1.173,4.871,104.18
15.215,32.119,1.156,10.865,1784.64
12.642,26.809,1.177,7.08,1395.82
17.344,32.821,1.154,15.846,1710.23
4.561,3.061,1.278,18.534,43.21
18.502,30.78,1.161,18.306,1653.93
7.314,20.76,1.201,11.536,247.39
5.441,0.091,1.292,8.975,158.74
3.618,28.07,1.172,12.47,16.86
8.883,34.632,1.147,3.524,492.99
11.689,-1.372,1.299,12.542,1090.98
5.726,0.351,1.291,17.906,105.29
8.398,19.252,1.207,7.333,408.21
14.695,31.12,1.16,12.022,1751.75
12.946,17.449,1.215,11.338,1412.63
7.582,30.313,1.163,10.106,260.51
18.806,26.389,1.178,8.735,1814.13
4.104,16.74,1.218,20.218,17.79
5.977,18.39,1.211,13.395,110.97
12.035,5.017,1.269,7.311,1234.42
4.467,20.57,1.202,13.506,35.05
18.293,8.931,1.251,16.68,1790.8
15.546,-3.035,1.307,18.2,1813.69
2.739,11.871,1.238,19.012,0.0
3.634,4.388,1.272,9.881,55.8
8.935,32.167,1.156,8.998,494.11
11.981,12.896,1.234,17.2,1068.79
16.507,3.783,1.275,3.804,1965.38
12.543,15.393,1.223,15.083,1312.27
4.194,30.789,1.161,13.468,23.19
11.961,6.965,1.26,5.583,1247.93
9.585,17.176,1.216,4.019,635.14
13.468,2.144,1.282,8.104,1818.89
10.577,31.934,1.157,8.409,755.8
18.246,10.454,1.245,21.636,1680.8
15.329,10.968,1.242,17.956,1740.66
9.076,-2.967,1.306,17.783,474.06
10.642,29.697,1.166,3.724,806.15
14.543,8.076,1.255,5.809,1964.43
10.118,19.413,1.207,19.584,646.94
5.932,10.114,1.246,6.897,120.63
14.2,29.399,1.167,11.921,1753.63
9.461,17.036,1.216,18.845,512.47
6.678,10.155,1.246,3.02,216.8
2.386,32.071,1.156,19.315,21.3
18.739,19.746,1.205,4.154,1937.4
15.363,14.448,1.227,8.948,1861.68
5.085,-2.327,1.303,20.073,46.06
15.635,14.74,1.226,10.56,1825.1
7.826,31.894,1.157,8.99,317.56
3.442,16.071,1.22,20.656,0.0
15.625,24.883,1.184,17.781,1669.74
15.325,-2.128,1.302,15.929,1852.74
3.184,6.499,1.262,18.107,0.0
8.823,4.227,1.273,20.731,399.03
5.398,-1.007,1.297,16.147,105.34
14.063,5.189,1.268,19.301,1753.14
12.787,8.342,1.254,18.219,1324.34
18.691,17.171,1.216,22.585,1617.36
3.148,26.821,1.177,18.982,0.0
2.124,31.392,1.159,14.26,12.29
3.559,6.875,1.261,8.281,20.97
5.148,3.112,1.278,15.649,89.96
2.212,6.392,1.263,20.965,18.57
2.832,1.171,1.287,18.294,23.15
5.345,21.993,1.196,6.815,86.15
9.79,32.482,1.155,19.688,534.03
3.491,31.344,1.159,9.315,16.73
7.126,8.829,1.252,20.673,225.98
2.878,-1.438,1.299,22.117,32.57
11.006,-3.302,1.308,16.339,914.63
9.082,-3.298,1.308,10.531,550.77
3.785,5.428,1.267,4.99,29.94
4.981,-3.11,1.307,21.303,80.8
16.713,24.339,1.187,15.711,1703.29
14.963,11.294,1.241,6.236,1945.47
15.251,8.907,1.251,10.866,1923.83
11.401,30.596,1.162,5.339,964.48
8.631,12.246,1.237,19.199,409.67
9.424,14.747,1.226,9.772,605.12
4.611,23.477,1.19,6.221,34.09
12.774,6.593,1.262,7.202,1513.05
3.114,23.456,1.19,5.578,0.0
15.067,30.287,1.163,21.612,1597.71
2.25,21.339,1.199,3.689,0.0
3.577,15.858,1.221,9.135,0.0
18.959,34.425,1.148,19.315,1582.56
14.228,10.596,1.244,17.082,1777.64
17.651,1.799,1.284,16.705,1861.37
16.379,-3.688,1.31,11.681,1989.61
12.212,1.024,1.287,8.766,1316.18
13.52,11.851,1.239,4.999,1797.68
13.604,16.88,1.217,19.038,1545.44
9.62,7.307,1.259,19.438,584.3
9.726,29.069,1.168,12.83,608.18
13.471,15.879,1.221,18.646,1560.3
15.31,15.163,1.224,4.436,1962.65
4.357,18.501,1.21,3.702,50.08
14.345,1.252,1.286,13.12,1931.79
13.22,30.935,1.161,6.084,1571.81
15.341,15.63,1.222,7.186,1937.13
17.911,12.93,1.234,14.506,1764.68
6.055,9.862,1.247,12.304,115.5
9.031,27.256,1.175,5.07,496.27
14.474,16.832,1.217,17.179,1716.89
9.76,6.692,1.261,12.967,626.95
4.61,16.931,1.217,13.385,29.73
2.081,1.992,1.283,16.56,0.0
2.077,8.05,1.255,12.22,11.73
2.393,12.93,1.234,14.895,13.44
14.682,-1.377,1.299,21.539,1737.14
5.954,20.073,1.204,7.993,132.32
2.128,32.955,1.153,11.281,0.0
9.417,34.564,1.147,15.454,500.72
15.239,28.072,1.172,8.544,1824.97
2.092,27.398,1.174,4.081,1.5
11.122,12.929,1.234,9.361,948.36
15.532,26.502,1.178,14.259,1720.36
3.881,13.899,1.23,4.533,13.89
6.094,3.523,1.276,14.173,154.06
2.72,5.641,1.266,10.605,0.0
7.133,31.531,1.159,22.965,184.86
16.426,23.326,1.191,6.359,1854.65
7.391,2.539,1.28,16.1,232.62
13.664,11.115,1.242,22.769,1515.27
11.669,27.792,1.173,5.024,1079.11
5.435,14.784,1.226,12.94,73.06
15.272,29.095,1.168,13.75,1739.52
11.551,8.561,1.253,14.251,965.36
8.997,-2.126,1.302,5.826,610.82
2.609,14.089,1.229,9.625,0.0
2.942,32.467,1.155,15.286,0.0
3.406,9.979,1.247,13.195,16.18
17.515,2.524,1.28,17.105,1832.4
2.684,32.9,1.153,4.146,0.0
10.562,20.529,1.202,22.941,682.33
13.088,-2.93,1.306,13.079,1598.61
11.443,31.867,1.157,15.048,943.45
12.108,-0.653,1.295,19.237,1151.38
12.525,13.557,1.231,20.34,1190.88
11.113,9.836,1.247,10.757,972.42
6.9,28.19,1.171,8.572,223.95
16.497,28.989,1.168,15.292,1719.74
8.801,29.774,1.165,22.335,388.95
6.108,7.489,1.258,22.732,109.14
12.253,31.498,1.159,17.588,1102.94
15.233,1.878,1.283,21.006,1759.75
17.614,0.602,1.289,12.849,1904.25
16.382,32.185,1.156,18.736,1587.16
18.307,2.548,1.28,12.072,1966.29
9.069,26.466,1.178,15.523,421.92
7.39,6.514,1.262,9.581,241.09
9.969,0.684,1.289,14.137,660.65
16.266,14.442,1.227,15.897,1784.28
12.119,31.244,1.16,20.382,1052.36
7.672,14.088,1.229,19.822,249.41
16.019,16.619,1.218,10.931,1856.98
15.265,11.066,1.242,15.756,1780.89
2.636,-3.396,1.309,13.331,1.75
2.3,11.333,1.241,16.186,0.0
3.43,8.287,1.254,18.945,0.0
15.726,32.317,1.156,11.194,1716.31
17.189,-3.564,1.309,19.724,1812.32
7.623,17.013,1.217,4.405,308.85
2.493,28.405,1.171,3.566,0.0
17.454,7.654,1.257,12.31,1881.11
12.383,-4.127,1.312,11.787,1339.46
16.217,26.171,1.179,3.224,1929.75
13.047,13.63,1.231,14.266,1487.67
11.731,9.771,1.248,4.616,1185.25
4.241,33.575,1.151,15.284,50.88
17.572,10.069,1.246,16.566,1799.81
14.038,15.803,1.222,21.636,1658.77
12.19,16.396,1.219,4.775,1282.89
10.821,16.384,1.219,4.535,872.45
9.987,14.192,1.228,19.08,598.79
12.586,-0.393,1.294,5.766,1507.85
3.616,5.912,1.265,3.659,0.0
16.667,11.557,1.24,22.92,1694.53
12.214,17.541,1.214,16.483,1147.15
13.253,-0.869,1.296,6.861,1739.74
15.492,23.842,1.189,22.482,1580.04
6.672,18.298,1.211,14.956,184.38
8.232,0.302,1.291,14.477,391.86
4.209,3.279,1.277,14.75,55.37
10.851,9.799,1.248,6.459,915.38
17.343,16.98,1.217,16.129,1771.55
2.828,3.677,1.275,22.707,0.0
4.512,4.007,1.274,10.095,15.38
16.904,16.33,1.219,21.738,1624.48
4.073,-2.682,1.305,4.503,8.32
9.374,12.981,1.234,20.506,506.73
3.328,-2.15,1.303,16.998,0.0
8.808,27.956,1.172,21.308,364.78
7.567,5.903,1.265,7.528,343.44
12.195,13.214,1.233,5.68,1295.52
13.992,-2.965,1.306,7.153,1987.54
7.761,22.442,1.194,13.978,325.5
8.7,9.209,1.25,15.57,405.61
17.817,-1.874,1.301,4.138,2000.0
8.191,17.087,1.216,20.748,315.15
4.643,28.952,1.168,22.188,80.26
4.497,21.609,1.198,22.467,73.45
6.337,13.335,1.232,3.134,157.7
13.157,3.32,1.277,8.756,1663.43
7.011,1.514,1.285,4.431,258.14
2.125,-0.704,1.296,17.404,0.0
14.202,8.786,1.252,16.737,1757.88
14.359,22.605,1.194,12.274,1755.98
17.831,34.953,1.146,16.056,1625.98
12.258,4.668,1.271,6.476,1338.21
4.139,16.487,1.219,14.925,64.41
3.732,23.993,1.188,16.467,46.65
4.014,6.852,1.261,21.699,0.0
2.629,13.023,1.233,8.078,0.0
2.973,2.82,1.279,19.25,27.22
4.611,4.146,1.273,4.402,83.41
13.896,29.04,1.168,5.477,1817.36
16.562,22.217,1.195,19.733,1683.5
7.804,27.729,1.173,13.98,255.98
3.728,14.022,1.229,13.223,0.0
11.732,18.306,1.211,5.166,1164.39
4.24,10.709,1.244,14.703,49.58
14.125,12.278,1.237,3.1,1981.55
5.12,11.082,1.242,21.791,71.31
12.664,29.086,1.168,7.303,1323.64
15.587,14.917,1.225,16.969,1722.41
7.539,2.819,1.279,14.724,259.29
12.301,10.809,1.243,22.615,1130.75
2.009,15.026,1.225,21.517,3.33
4.997,-4.655,1.315,17.45,67.37
11.257,17.248,1.216,19.534,875.44
14.162,0.077,1.292,8.423,1983.81
10.749,20.662,1.201,15.851,745.99
9.388,5.609,1.266,9.924,559.63
6.103,18.269,1.211,22.064,147.42
10.199,18.771,1.209,10.546,716.06
6.426,33.077,1.153,3.016,147.48
18.7,-4.435,1.314,8.838,1998.83
13.602,30.535,1.162,14.66,1586.91
3.897,26.066,1.18,4.966,8.62
3.79,12.514,1.236,14.309,30.31
4.457,17.603,1.214,21.05,23.35
7.038,16.142,1.22,17.633,204.13
15.961,6.522,1.262,7.505,1956.29
6.644,9.949,1.247,9.612,168.85
11.41,15.605,1.222,5.242,1000.14
6.837,4.115,1.273,20.496,188.8
9.24,3.075,1.278,19.927,521.65
17.124,-3.306,1.308,14.124,1929.31
8.351,13.76,1.23,16.428,367.66
12.534,10.387,1.245,22.759,1179.24
13.895,17.507,1.214,16.66,1684.34
16.736,-2.037,1.302,14.8,1877.94
17.769,30.957,1.161,19.461,1615.86
9.716,29.565,1.166,19.278,552.82
9.979,20.618,1.202,6.072,660.48
4.124,11.134,1.242,15.997,26.96
16.153,11.131,1.242,5.193,1976.83
17.328,2.116,1.282,13.921,1883.67
13.915,34.402,1.148,17.471,1646.65
9.852,8.17,1.255,19.054,631.47
15.387,-2.234,1.303,13.882,1920.45
12.031,7.554,1.257,12.941,1141.92
11.034,2.602,1.28,11.052,954.38
16.946,6.048,1.264,7.895,1966.23
11.428,7.59,1.257,7.734,1088.79
13.093,23.414,1.19,3.947,1589.25
15.005,32.946,1.153,14.845,1652.6
9.113,4.534,1.271,7.436,554.86
8.298,22.181,1.195,9.449,380.76
14.489,13.729,1.23,11.765,1836.56
2.324,6.405,1.263,14.1,0.96
17.98,19.096,1.208,12.91,1802.64
5.309,30.611,1.162,17.514,82.19
6.304,11.71,1.239,20.854,176.97
8.131,33.425,1.151,15.461,317.41
10.087,11.909,1.238,16.287,617.17
18.346,8.451,1.253,12.451,1893.74
16.631,10.526,1.244,9.562,1922.59
17.914,7.574,1.257,5.066,2000.0
6.599,17.727,1.214,18.99,153.45
15.002,15.767,1.222,21.668,1663.32
2.423,-1.41,1.299,14.207,0.0
14.49,17.21,1.216,11.766,1864.18
18.663,6.577,1.262,7.651,1985.36
14.493,7.333,1.258,3.054,1997.93
16.148,9.295,1.25,12.628,1879.39
3.846,29.973,1.164,8.704,30.57
8.67,26.938,1.176,21.136,387.61
14.497,-3.992,1.311,7.461,1976.29
4.446,7.829,1.256,7.92,2.43
7.482,-4.518,1.314,14.971,283.64
4.941,25.808,1.181,6.1,54.41
14.337,24.92,1.184,13.593,1741.46
10.322,32.027,1.157,15.79,684.3
18.815,4.828,1.27,22.733,1724.05
17.773,14.177,1.229,7.439,1954.37
11.075,12.05,1.238,8.849,881.81
3.8,12.843,1.234,7.826,11.71
14.57,-3.714,1.31,10.594,2000.0
5.396,28.686,1.169,12.857,89.54
16.106,3.573,1.276,3.825,2000.0
4.784,3.637,1.275,4.718,50.31
18.625,24.501,1.186,9.283,1823.46
13.302,19.783,1.205,18.805,1463.96
7.448,17.48,1.215,18.026,235.98
17.671,23.722,1.189,13.318,1757.94
11.879,34.036,1.149,19.385,984.77
6.462,-3.195,1.308,11.047,171.86
14.841,14.045,1.229,22.154,1664.72
12.715,10.144,1.246,13.443,1359.24
13.387,0.388,1.29,18.122,1583.44
11.877,-3.757,1.31,5.105,1278.75
8.304,25.316,1.183,16.638,348.56
6.142,1.765,1.284,22.396,119.81
10.049,34.286,1.148,13.551,617.17
8.775,1.141,1.287,15.125,442.11
8.007,1.813,1.284,20.776,296.03
2.768,27.278,1.175,8.119,8.08
2.395,23.937,1.188,9.207,0.0
2.745,14.044,1.229,16.837,8.9
4.071,29.692,1.166,16.321,22.73
17.706,8.561,1.253,19.766,1762.99
13.837,21.35,1.199,11.043,1784.41
18.87,29.856,1.165,20.179,1578.78
17.926,32.435,1.155,18.353,1621.37
4.9,25.996,1.18,15.403,88.41
4.769,23.67,1.189,4.803,55.45
11.215,-2.651,1.305,3.409,1104.01
14.726,12.161,1.237,21.524,1665.78
9.833,19.553,1.206,9.242,623.29
17.042,31.77,1.158,18.308,1603.24
7.4,8.589,1.253,14.069,263.76
17.096,29.274,1.167,10.126,1766.88
6.87,9.464,1.249,14.424,165.19
10.639,27.977,1.172,19.54,712.16
14.563,26.832,1.177,12.885,1765.63
12.778,26.195,1.179,8.771,1444.88
2.837,34.255,1.148,7.776,0.0
6.213,32.954,1.153,17.892,144.24
9.128,24.941,1.184,4.519,536.74
2.613,-0.286,1.294,13.968,5.57
14.405,29.916,1.165,5.704,1820.11
16.518,29.762,1.165,14.053,1731.93
5.434,20.467,1.202,5.278,58.34
11.042,5.269,1.268,12.099,929.92
11.403,3.895,1.274,8.859,1077.9
17.159,20.369,1.203,5.446,1948.42
6.914,-0.043,1.292,22.026,182.56
6.084,33.883,1.15,14.765,99.14
12.71,24.193,1.187,3.913,1389.53
2.883,27.889,1.173,10.626,3.5
4.136,12.004,1.238,14.929,37.63
3.601,-3.937,1.311,19.115,0.0
4.431,-4.828,1.316,8.651,52.76
10.061,19.757,1.205,12.155,668.43
7.551,2.878,1.279,9.733,275.19
6.096,28.499,1.17,20.863,130.92
12.839,-1.4,1.299,14.844,1445.77
16.356,25.977,1.18,16.016,1663.16
11.425,8.112,1.255,5.701,1078.76
6.77,30.341,1.163,16.47,178.34
7.09,-2.803,1.306,6.399,280.84
12.79,18.074,1.212,7.435,1458.41
3.88,27.579,1.174,14.917,28.47
8.587,19.419,1.206,3.981,407.98
4.28,0.132,1.292,7.991,18.11
2.507,14.012,1.229,15.958,7.18
3.832,21.733,1.197,15.353,0.0
6.84,12.39,1.236,20.903,161.81
2.282,6.464,1.262,17.025,10.38
15.126,-3.764,1.31,10.304,1977.51
10.06,15.115,1.225,3.485,732.16
4.839,20.326,1.203,9.766,89.27
16.588,20.066,1.204,22.508,1591.15
14.555,-3.45,1.309,21.486,1793.73
5.542,22.754,1.193,4.474,109.27
7.836,8.227,1.254,9.326,279.1
11.47,29.646,1.166,10.468,959.97
7.228,3.665,1.275,9.191,286.02
8.674,24.76,1.185,9.488,405.04
15.984,33.488,1.151,4.289,1901.49
15.326,18.573,1.21,21.883,1694.61
7.917,34.953,1.146,12.911,307.52
13.144,9.755,1.248,3.809,1687.4
17.722,10.66,1.244,11.45,1859.49
13.855,23.421,1.19,20.851,1594.9
6.601,14.852,1.226,13.867,180.04
